,노래 제목,랭킹
577,SPICY KICKIN` - Find New Days,1
578,SHINee (샤이니) - Why So Serious?,1
579,"Seeb, Olivia O`Brien, Space Primates - Fade Out",1
580,Matoma - Lonely (Feat. MAX) (Steve Aoki Remix),1
581,Albert - The Most Exciting Thing,1
582,Rita Ora - Anywhere (R3hab Remix),1
583,Martin Jensen - Solo Dance,1
584,"Will Magid, Alligator Spacewalk - The Crown (Feat. Sharlotte Gibson)",1
585,나얼 - 한번만 더,1
586,Campsite Dream - Don`t Worry (Radio Edit),1
587,"Ellegarden - Marry Me (CF- 삼성 애니콜 3.5 `정일우, 고아라`편)",1
588,iKON - 리듬 타 (RHYTHM TA),1
589,"김댕, 태리 (Terry) - 지금 뭐해 (Feat. 영서)",1
590,헤일 - WAVE,1
591,"Sigala, Digital Farm Animals - Only One",1
592,Karen Harding - Picture,1
593,Y.V.E. 48 - Still Think About It,1
594,Jazmine Sullivan - Stuttering,1
595,우주소녀 - La La Love,1
596,박원 - 여행,1
597,Kinoco Hotel - 赤ノ牢獄 / Akano Rougoku (빨간 감옥),1
598,Ryan Calhoun - Chaser,1
599,Portugal. The Man - Feel It Still,1
600,잔나비 - 주저하는 연인들을 위해,1
601,"Steve Aoki, Lauren Jauregui - All Night",1
602,f(x) - 좋아해도 되나요 (...Is It OK?),1
603,어쩜 (Awezome) - 보다,1
604,"CNCO, Meghan Trainor, Sean Paul - Hey DJ",1
605,딘딘 - #드라이브 (Feat. 유연정 Of 우주소녀),1
606,The Chainsmokers - Paris (LOUDPVCK Remix),1
607,체리블렛 (Cherry Bullet) - 네가 참 좋아 (Really Really),1
608,현아 - 베베 (BABE),1
609,쏠라티 - 미안해 미안한데 (Feat. 니화),1
610,"Tom Staar, Trace - East Soul",1
611,"The Vamps, Martin Jensen - Middle Of The Night",1
612,WINNER - AIR,1
613,Alejandro Fernandez - Se Que Te Duele (Feat. Morat),1
614,줄리아 하트 - Kiss (세상의 모든 해변) (Feat. 짙은),1
615,Red Velvet (레드벨벳) - Dumb Dumb,1
616,EXO - Lucky,1
617,Imani Williams - Don`t Need No Money (Feat. Sigala & Blonde),1
618,"Aanysa, Snakehips - Burn Break Crash",1
619,SHINee (샤이니) - Married To The Music,1
620,"99 Souls - The Girl Is Mine (Feat. Destiny`s Child, Brandy) (Danny Howard Dub Remix)",1
621,WhyMe? - 자전거,1
622,여자친구 (GFRIEND) - 너 그리고 나 (NAVILLERA),1
623,신화 - I Pray 4 U,1
624,West//Ghost - Blue,1
625,Slvr - Rain Face,1
626,Starley - Touch Me (Throttle Remix),1
627,Nerina Pallot - Spirit Walks,1
628,레트로펑키 - 무표정,1
629,2단지 - 꿈결을 걸었어,1
630,비투비 - 봄날의 기억,1
631,"Aanysa, Snakehips - Burn Break Crash (Madison Mars Remix)",1
632,Niall Horan - Slow Hands,1
633,김종민 - 살리고 달리고,1
634,아녹 (Anoc) - Sea U,1
635,Shura - What's It Gonna Be?,1
636,Lauren Aquilina - Hurt Any Less,1
637,윈디시티 - Love Supreme,1
638,"보이비 - 호랑나비 (Feat. Gill, 리듬파워, 김흥국)",1
639,Kiiara - Messy (R3HAB Remix),1
640,Shift K3y - The Underground,1
641,Astrid S - Breathe (HEDEGAARD Remix),1
642,그네와 꽃 - 제주 그곳,1
643,Alvar & Millas - Chasing Our Future (Radio Edit),1
644,Alessia Cara - Out Of Love,1
645,도란 (Doran) - 까만 밤,1
646,Julia Michaels - Make It Up To You,1
647,"Camila Cabello, Daddy Yankee - Havana (Remix)",1
648,Juke Ross - Colour Me (Mowe Remix),1
649,에일리 - U & I,1
650,비투비 - 새빨간 거짓말,1
651,F-ve Dolls - 이러쿵 저러쿵,1
652,콜린 (COLL!N) - orange,1
653,Alan Walker - Faded (Tiesto`s Deep House Remix),1
654,Dagny - Used To You,1
655,Coldplay - Adventure Of A Lifetime,1
656,아이유 - 밤편지,1
657,"Collective Arts (콜렉티브아츠), 김현창 - Away",1
658,Piso 21 - Besandote,1
659,Toploader - Dancing In The Moonlight,1
660,The Knocks - Ride Or Die (Feat. Foster The People) (Modern Machines Remix),1
661,CLC - ME(美),1
662,Wild - Summer (Great Good Fine OK Remix),1
663,공원소녀(Girls in the Park) - Pinky Star (RUN),1
664,Daddy Yankee - La Rompe Corazones (Feat. Ozuna),1
665,태민 (TAEMIN) - Drip Drop,1
666,Maroon 5 - Lucky Strike,1
667,셀럽파이브 - 셀럽파이브 (셀럽이 되고 싶어),1
668,Icona Pop - All Night,1
669,The Beach Boys - California Girls,1
670,CHIMMI (취미) - Touch,1
671,Ludomir - ventyr (Feat. Josef Johansson),1
672,이아람 - 어느 여름날,1
673,Dan & Shay - Tequila (R3HAB Remix),1
674,Nimmo - My Only Friend,1
675,소각소각 - 원래 좋아하면 이렇게 되나 봐,1
676,Joan Jett & The Blackhearts - I Love Rock `N` Roll,1
677,Young Fathers - Toy,1
678,Kero One - Let Me Show You (feat. Azure),1
679,Justin Bieber - Flatline,1
680,Ryan Leslie - You`re Not My Girl,1
681,Richard Marx - Right Here Waiting (K팝 스타 시즌3 버나드 박 가창곡),1
682,Jizue - Habana,1
683,Daddy Yankee - Hula Hoop,1
684,Joo Donato - Corcovado,1
685,Sam Feldt - Been A While,1
686,몽니 - 그대와 함께,1
687,Virginia To Vegas - Just Friends,1
688,정재열 - 꿈꾸는 세상,1
689,"러블리즈 - 지금, 우리",1
690,아이오아이 (I.O.I) - 너무너무너무,1
691,Cigarettes After Sex - Apocalypse,1
692,윤종신 - 즉흥여행 (Feat. MC몽),1
693,Lily Allen - Air Balloon,1
694,Will Sparks - Sick Like That (Feat. Luciana),1
695,Oliver Nelson - Found Your Love,1
696,Kinoco Hotel - てのひらがえし / Tenohiragaeshi (손바닥 뒤집기),1
697,Mike Williams - Wait For You (feat. Maia Wright),1
698,레인보우 - Mach,1
699,우효 - Vineyard (빈야드),1
700,Offing - Screwbar,1
701,Sam Feldt - Just To Feel Alive (Feat. JRM) (Remix),1
702,Charlie Puth - BOY,1
703,1415 - SURFER,1
704,인피니트 - Man In Love (남자가 사랑할때),1
705,FTampa - Who We Are,1
706,라니라니 (LaniLani) - 기억하고 있니,1
707,"람다 - 그래, 좋아 (Feat. 박종권)",1
708,Ciara - Got Me Good,1
709,TWICE (트와이스) - LIKEY,1
710,The Chainsmokers - All We Know (Feat. Phoebe Ryan),1
711,보아 (BoA) - Valenti,1
712,MC 몽 - 아이스크림,1
713,"Chunks, I.N.H - Chicas",1
714,준 (JUNE) - Gas Station,1
715,클래지콰이 - 함께라면 (Feat. 김진표) (JTBC 드라마 `우리 결혼할 수 있을까` 삽입),1
716,Alan Walker - The Spectre,1
717,박진영 - Honey,1
718,KOLAJ - 100 Degrees (Feat. Quinn XCII),1
719,Nicky Jam - El Amante,1
720,Stanaj - Romantic (Notd Remix),1
721,앤츠 (Ants) - 여름 밤 그대와 산책,1
722,인피니트 - 그 해 여름,1
723,Jack Trades - High (Extended Mix) (Feat. Thomas Daniel),1
724,Feral Fauna - Tincture,1
725,W&Whale - Whale Song,1
726,Carly Rae Jepsen - Cut To The Feeling,1
727,스윗소로우 - 괜찮아 떠나,1
728,"Terry Lex, Gianni N, The Ghetto Boys - House Delight",1
729,Apink (에이핑크) - U You,1
730,The Colored Paper - Somethink,1
731,"Felix Snow, Teflon Sega - Boomerang (Feat. TYSM)",1
732,"Marshmello, Anne-Marie - FRIENDS",1
733,Sokoninaru - エメラルドグリ-ン / Emerald Green (에메랄드 그린),1
734,종현 (JONGHYUN) - 빛이 나 (Shinin`),1
735,New World Punx - Memories (Le P Remix) (Feat. Cara Salimando),1
736,소찬휘 - Summer Dream,1
737,OMI - Cheerleader (Feat. Nicky Jam) (Felix Jaehn Remix),1
738,"Seeb, Dagny - Drink About",1
739,Felix Jaehn - Honolulu (Feat. Matluck),1
740,Vicetone - The Otherside,1
741,"무드온 (Mood On) - 여름밤, 너와 나",1
742,Lost Kings - Look At Us Now (Feat. Ally Brooke & A$AP Ferg) (The White Panda Remix),1
743,Matoma - Lonely (Feat. MAX) (Jack Wins Remix),1
744,나미 - 빙글빙글,1
745,The Beach Boys - Wouldn`T It Be Nice,1
746,"Kato, Sigala - Show You Love (Martin Jensen Remix) (Feat. Hailee Steinfeld)",1
747,여자친구 (GFRIEND) - 해야 (Sunrise),1
748,iamnot (아이엠낫) - Crazy (Feat. 바버렛츠),1
749,Leon Bridges - If It Feels Good (Then It Must Be),1
750,"Ozuna, Pirulo - Yo Soy Yo",1
751,Lost Kings - Quit You (Feat. Tinashe),1
752,마마무(Mamamoo) - 음오아예 (Um Oh Ah Yeh),1
753,Sigala - Sweet Lovin` (Feat. Bryn Christopher) (Extended Mix),1
754,Odesza - Say My Name (Feat. Zyra),1
755,STRAW (스트로우) - Tonight,1
756,죠지 - 오랜만에(디깅클럽서울 Ver.),1
757,GOT7 (갓세븐) - 딱 좋아 (Just right),1
758,2NE1 - Fire,1
759,Social Hooliganz - Believe,1
760,Loud Luxury - Body (Feat. Brando),1
761,Benjamin Carlisle - Love Me Like This (Jaguar Skills Remix),1
762,보드카 레인 - 심야식당,1
763,G-DRAGON - 삐딱하게 (Crooked),1
764,김연자 - 아모르 파티,1
765,커피소년 - 놀이터,1
766,티파니 (TIFFANY) - I Just Wanna Dance,1
767,Spankers - Party Time (Feat. Machel Montano & Fatman Scoop),1
768,비투비 - 여행 가고 싶어,1
769,Captain Cuts - Love Like We Used To (Feat. Nateur),1
770,Zak Abel - Running From Myself,1
771,아이어스 - 브라질 (Feat. 체리킴),1
772,"볼빨간사춘기 - 나만, 봄",1
773,The Magician - Sunlight (Feat. Years And Years) (Radio Edit),1
774,Madeon - All My Friends,1
775,Red Hot Chili Peppers - Fight Like A Brave (2003 Digital Remaster),1
776,Owl City - Hot Air Balloon,1
777,New Hope Club - Love Again,1
778,Ed Sheeran - Galway Girl,1
779,싸이 (PSY) - 뜨거운 안녕 (Feat. 성시경),1
780,오소연 - 테트리스 (TETRIS),1
781,Myle.D - River Bench,1
782,Acogi Groove - おかめひょっとこ / Okamehiyottoko (거북이 가면),1
783,슈가 - Shine,1
784,"Maydien - #Mood (Feat. Joose The Conqueror, J-Rican)",1
785,"으뜨거따시 (하하, 자이언티) - 스폰서 ($ponsor)",1
786,sEODo - 틀,1
787,아이유 - 스물셋,1
788,Mamadrive - 愛の果て / Aino Hate (사랑의 끝),1
789,PRETTYMUCH - Healthy,1
790,트루디 (Truedy) - ALL KILL,1
791,Little Mix - Omg,1
792,"Chris Jeday, J. Balvin, Ozuna - Ahora Dice (Feat. Arcangel)",1
793,B.A.P - NO MERCY,1
794,T-Square - Through The Thunderhead,1
795,Babylon (베이빌론) - 라라라 (Feat. 청하),1
796,"Hailee Steinfeld, Alesso - Let Me Go (Feat. Florida Georgia Line & watt)",1
797,GOT7 (갓세븐) - Look,1
798,TWICE (트와이스) - Heart Shaker,1
799,Swedum - L.O.V.E,1
800,Cash Cash - All My Love (Feat. Conor Maynard),1
801,"Collective Arts (콜렉티브아츠), 이원우 - 밤이 되어줄게 (With 유형주)",1
802,마요 (Mayo) - 여름이에요,1
803,터보 - Paradise,1
804,Sam Feldt - Show Me Love (EDX Remix / Radio Edit) (Feat. Kimberly Anne),1
805,"Mari Ferrari - Hello, Hello",1
806,B*Witched - Mickey,1
807,자우림 - 일탈,1
808,Bebe Rexha - (Not) The One,1
809,Maroon 5 - Sugar,1
810,Basic Tape - Cool (Feat. Huntar),1
811,Lost Kings - You (Feat. Katelyn Tarver) (Radio Edit.),1
812,DIA (다이아) - 나랑 사귈래,1
813,Ria Mae - Red Light (DND Remix),1
814,헤이즈 (Heize) - 비도 오고 그래서 (Feat. 신용재),1
815,Fall Out Boy - Alone Together (Krewella Remix),1
816,"The Vamps, Matoma - All Night (Feat. Astrid S)",1
817,Bruno Mars - 24K Magic (R3hab Remix),1
818,Ed Sheeran - Perfect (Mike Perry Remix),1
819,어쿠루브 - 겨울밤바다,1
820,Alpharock - Fearless (Feat. PollyAnna),1
821,Yellow Claw - Crash This Party (Feat. Tabitha Nauser),1
822,Odesza - All We Need (Feat. Shy Girls),1
823,"Daddy Yankee, Katy Perry - Con Calma (Remix) (Feat. Snow)",1
824,Benjamin Ingrosso - I Wouldn`t Know,1
825,TWICE (트와이스) - 소중한 사랑,1
826,"Sam Feldt, Deepend - Runaways (Feat. Teemu)  (Jay Hardway Remix Edit)",1
827,N Effect - Bounce,1
828,이승환 - 그대는 모릅니다,1
829,프로미스나인 - FUN!,1
830,러브포션 - Rollin` Rollin`,1
831,Little Mix - Power (Feat. Stormzy),1
832,Jamiroquai - Love Foolosophy,1
833,우주소녀 - HAPPY,1
834,나다 (NADA) - Sticky (Prod. By San E) (Feat. San E),1
835,Asox - RUDE BOY,1
836,Calvin Harris - This Is What You Came For (Feat. Rihanna),1
837,BIGBANG - 뱅뱅뱅 (BANG BANG BANG),1
838,다이나믹 듀오 - 죽일 놈 (Guilty),1
839,이선균 - 바다여행 (최한성 Ver.),1
840,니화 (NiiHWA) - 옥상 (All Night Long) (Piano Ver.),1
841,MRVLZ - Her Name,1
842,"TK Tycoon, DJ Turtle - On Me (Radio Edit)",1
843,아이유 - 푸르던,1
844,Kelly Clarkson - My Life Would Suck Without You,1
845,Fickle Friends - Hello Hello,1
846,지나 - 2HOT,1
847,RaeLynn - Wildhorse,1
848,Crush Effect - Rock It Out,1
849,DNCE - Toothbrush,1
850,룰라 - 날개 잃은 천사,1
851,PRODUCE 101 - PICK ME,1
852,G-DRAGON - Black (Feat. 제니 of BLACKPINK),1
853,성시경 - 우린 제법 잘 어울려요,1
854,"Sigala, Becky Hill - Wish You Well",1
855,소녀시대 (GIRLS` GENERATION) - Run Devil Run,1
856,Hedley - All Night,1
857,Ten Tonnes - Lay It On Me,1
858,Sigala - All for Love (feat. Kodaline),1
859,"양희은, 윤종신 - 배낭여행",1
860,Quintino - TUTUTU,1
861,Jonas Blue - Fast Car (Feat. Dakota),1
862,Carly Rae Jepsen - Beautiful (Feat. Justin Bieber),1
863,"Martin Jensen, Olivia Holt - 16 Steps",1
864,에릭남 (Eric Nam) - 솔직히 (Honestly...),1
865,Ariana Grande - Almost Is Never Enough,1
866,노라조 - 슈퍼맨,1
867,"MK, Becky Hill - Piece Of Me (Riva Starr `Adventures In Tr-909` Remix)",1
868,Babyface - Stressed Out,1
869,Rosalia - MALAMENTE (Cap.1: Augurio),1
870,샤크라 - 한 (Come A Come),1
871,DAY6 (데이식스) - DANCE DANCE,1
872,"울랄라세션, 아이유 - 애타는 마음",1
873,f(x) - 바캉스 (Vacance),1
874,"Dante Klein, Jantine Annika Heij - what i like about u",1
875,시크릿 - 사랑은 Move,1
876,Shy Carter - Bring It Back (Feat. Aleon Craft),1
877,Kesha - Die Young,1
878,Why Don`t We - Hooked,1
879,Michelle Branch - Breathe,1
880,DVBBS - Angel (Feat. Dante Leon),1
881,The Chainsmokers - Closer (Feat. Halsey) (R3hab Remix),1
882,윤종신 - Summer Man,1
883,달무리 - 같이 컸으니까 (Vocal 변흥수),1
884,EXID - ME&YOU,1
885,"Kris Kross Amsterdam, The Boy Next Door - Whenever (Feat. Conor Maynard)",1
886,dosii - lovememore.,1
887,Kygo - Permanent (Sam Feldt Remix) (Feat. JHart),1
888,Ariana Grande - One Last Time,1
889,Tez Cadey - Seve (Radio Edit),1
890,Benny Bridges - Dance With Somebody,1
891,EXO - Power,1
892,f(x) - 첫 사랑니 (Rum Pum Pum Pum),1
893,펀치 (Punch) - 밤이 되니까,1
894,"범키, 챈슬러 (Chancellor), 산체스 (Sanchez), 태완 (Taewan), 양다일, MXM - 너가 필요한 것 같아 (Baby Can I)",1
895,Selena Gomez & The Scene - My Dilemma 2.0,1
896,보아 (BoA) - No Limit,1
897,Charming Horses - Higher Love (Feat. Grace Grundy) (Original Mix),1
898,나얼 - I Surrender All (I Am Melody 3),1
899,"Kura, Jimmy Clash - MY Crew",1
900,M.Y.M.P - Say You Love Me,1
901,유재하 - 지난날,1
902,김건모 - 스피드,1
903,Jamiroquai - Seven Days In Sunny June,1
904,Bye Bye Badman - You`re Always Right About Love,1
905,Billie Eilish (빌리 아일리시) - bad guy,1
906,박재범 - YACHT (k) (Feat. Sik-K),1
907,창모 (CHANGMO) - 아름다워,1
908,BewhY (비와이) - Day Day (Feat. 박재범) (Prod. by GRAY),1
909,Charming Lips - Couple (Feat. Summer Soul),1
910,이주원 - 아껴둔 사랑을 위해,1
911,Sam Ock - All I Need (Rollercoaster Part II),1
912,Kelly Simonz`s Blind Faith - Opus #3,1
913,Red Hot Chili Peppers - Can`t Stop,1
914,폴킴 - 너를 만나,1
915,Crush - 어떻게 지내,1
916,Christina Aguilera - Come On Over Baby (All I Want Is You),1
917,Dami Im - Sound Of Silence (7th Heaven Radio Edit.),1
918,Jennifer Lopez - Let`s Get Loud,1
919,Palm Trees - You Were The One (Feat. Chris Ayer),1
920,Wish I Was - Shot Girl (Feat. The Ready Set),1
921,Kaji Hideki - Tropical Girl,1
922,"Sebastian Yatra, Nacho - Alguien Robo (Feat. Wisin)",1
923,"San E, 매드클라운 - 못먹는 감 (Sour Grapes)",1
924,Avicii - Waiting For Love (Sam Feldt Remix),1
925,Conner Youngblood - A Summer Song,1
926,jeebanoff (지바노프) - 진심,1
927,"Block & Crown, AXA - Ready Or Not",1
928,(여자)아이들 - 한(一),1
929,데일로그 (Dailog) - 파란 하늘 안에,1
930,빛과 소금 - 샴푸의 요정,1
931,Ariana Grande - Jason's Song (Gave It Away),1
932,Ariana Grande - They Don`t Know,1
933,Jonas Blue - By Your Side (Feat. Raye),1
934,블랙 스트라이크 - 거리와 너 (Feat. 김태현),1
935,이설아 - 어디에나 있지만 어디에도 없네,1
936,Katy Perry - Chained To The Rhythm (Feat. Skip Marley),1
937,Louis The Child - It`s Strange (JackLNDN Nightime Remix) (Feat. K. Flay),1
938,로꼬 - 남아있어 (Feat. Crush),1
939,Blondie - Heart Of Glass,1
940,MGMT - Time To Pretend,1
941,Daddy Yankee - Dura,1
942,Flaremode - Another Level (feat. Hard Lights),1
943,윤종신 - Welcome Summer,1
944,Drake - Passionfruit,1
945,Embody - Be Cool (Feat. Bailey & Marco Foster),1
946,DEAN - D (half moon) (Feat. 개코),1
947,Jason Derulo - Swalla (Feat. Nicki Minaj & Ty Dolla $ign),1
948,더블케이 (Double K) - 멘트 (Feat. 개코 Of Dynamic Duo),1
949,Paramore - Rose-Colored Boy (Mix 2),1
950,MIKA - Happy Ending (KB 국민은행 CF 삽입),1
951,쿨 (COOL) - 슬퍼지려 하기 전에,1
952,SMTOWN - Hello! Summer!,1
953,"Lizot, Charming Horses - Sonnenmdchen (Feat. Jason Anousheh) (2018 Mix)",1
954,Thomas Newson - Goes Like This,1
955,Hedegaard - Ready To Love You,1
956,80Kidz - Baby (Feat. HAPPY) (Album Ver.),1
957,블락비 바스타즈 - 품행제로,1
958,TWICE (트와이스) - TT,1
959,SummerWish - 1000%,1
960,Julia Michaels - Issues,1
961,트루디 (Truedy) - 루디부기 (Ruedy Boogie) (Feat. 티파니 of 소녀시대),1
962,뉴이스트 - Love Paint (every afternoon),1
963,Todrick Hall - Low (Feat. Rupaul),1
964,The Parakit - Save Me (Feat. Alden Jacob),1
965,Frenship - 1000 Nights,1
966,Ricky Martin - Vente Pa` Ca (Feat. Maluma),1
967,남녀공학 - 삐리뽐 빼리뽐,1
968,"Audien, Max - One More Weekend",1
969,Jason Risk - Bae,1
970,Samantha Jade - Shake That (Feat. Pitbull),1
971,Hyper Crush - Werk Me,1
972,"Sabrina Carpenter, R3hab - Almost Love (R3HAB Remix)",1
973,406호 프로젝트 - 남들이 말하는 사랑,1
974,Jason Derulo - Kiss The Sky (전소미 `환타` 광고 음악),1
975,Clean Bandit - Rockabye (Feat. Sean Paul & Anne-Marie),1
976,"Bantu, Jonas Blue - Roll With Me (Feat. Shungudzo & ZieZie)",1
977,Jimmy Eat World - You With Me,1
978,소수빈 - 잘 되길 바랄게,1
979,동방신기 (TVXQ!) - Hi Ya Ya 여름날,1
980,GoldLink - Spectrum (Redlight Remix),1
981,바닐라 어쿠스틱 - 너이기를,1
982,Garmiani - BARRACA,1
983,Ben Zaidi - Breakfast In Manhattan.,1
984,Deorro - All I Need Is Your Love (Feat. Adrian Delgado) (Original Mix),1
985,"조pd (ZoPD), 브라운아이드걸스 - Hold The Line",1
986,Apink (에이핑크) - My My,1
987,신화 - Brand New,1
988,Aaron Childs - Basketball,1
989,틴탑 - To You,1
990,Niels Geusebroek - Wildfire (Mathieu Koss Remix),1
991,Charlie Puth - The Way I Am,1
992,선우정아 - 봄처녀,1
993,파마씨 (Pharmacy) - 여기까지,1
994,OMI - Hula Hoop,1
995,AOA - Joa YO!,1
996,신승은 (Shin Seung Eun) - 빙수 좋아하니...,1
997,Apink (에이핑크) - Mr. Chu,1
998,"Nicky Jam, J. Balvin - X",1
999,Sebastian Paul - LUST DRUNK,1
1000,페노메코 (PENOMECO) - PNM (Plus And Minus),1
1001,HONNE - Coastal Love,1
1002,"SHINee (샤이니) - Girls, Girls, Girls",1
1003,카멜 - 달모양,1
1004,Ofenbach - Paradise (Feat. Benjamin Ingrosso),1
1005,폴킴 - 비,1
1006,"The Vamps, Matoma - All Night",1
1007,Myle.D - Chill with you (Feat. Chawoo),1
1008,Atomic Kitten - See Ya,1
1009,레이디스 코드 - 예뻐 예뻐,1
1010,"Jonas Blue, Jessie Reyez, Juan Magan - Wherever You Go",1
1011,OuiOui (위위) - Ocean,1
1012,옥상달빛 - 옥상달빛,1
1013,Document One - Bam Bam Pop,1
1014,Why Don`t We - 8 Letters,1
1015,비쥬 - 해변으로 가요,1
1016,장희원 - Love 3,1
1017,빨간의자 - 백 년 만에,1
1018,윈디시티 - Elnino Prodigo,1
1019,스탠딩 에그 - 여름밤에 우린,1
1020,김건모 - 빗속의 여인,1
1021,Daze - Oh! (Feat. Fanny),1
1022,유승준 - 연가,1
1023,긱스 (Geeks) - 어때 (Feat. 하림),1
1024,gnash - i could change ur life,1
1025,"Vax, Sorana - Bubble Gum (L Remix)",1
1026,BIGBANG - 에라 모르겠다,1
1027,Faustix - Thorns,1
1028,B.A.P - HONEYMOON,1
1029,Sigala - Say You Do (Feat. Imani & DJ Fresh) (Blinkie Vs Sigala Remix),1
1030,나인뮤지스 - 다쳐 (Hurt Locker),1
1031,Chromeo - Jealous (I Ain`t With It) (JTBC 냉장고를 부탁해 삽입곡),1
1032,브라운아이드걸스 - Sixth Sense,1
1033,Gosteffects - Fvkkophph,1
1034,Kkakku - Love Me (Feat. 최낙타),1
1035,방탄소년단 - IDOL (Feat. Nicki Minaj),1
1036,커피소년 - 내가 니편이 되어줄게 (Feat. 하은),1
1037,양혜승 - 화려한 싱글 (Clubmix Ver.),1
1038,BewhY (비와이) - Forever (Prod. By GRAY),1
1039,원더걸스 - I Feel You,1
1040,Camila Cabello - Inside Out,1
1041,지나 - Black & White,1
1042,Cash Cash - Aftershock (Feat. Jacquie Lee),1
1043,민채 - 라따따,1
1044,Satin Jackets - Feel Good (Feat. Scavenger Hunt),1
1045,Folly Rae - Sniper,1
1046,Brian McKnight - Another You,1
1047,The New Coast - Lost In Your Love,1
1048,노르웨이 숲 - 취한 밤에 (Feat. 효빈),1
1049,Cee Lo Green - Music To My Soul,1
1050,넬 (NELL) - 기억을 걷는 시간,1
1051,"Weero, Mitte - Our Dive",1
1052,Britney Spears - I Love Rock`n Roll,1
1053,"크루셜스타 (Crucial Star) - 데리러 갈게 (Feat. Sik-K, 릴보이)",1
1054,Blue - One Love (Live),1
1055,소녀시대 (GIRLS` GENERATION) - 다시 만난 세계 (Into The New World),1
1056,2NE1 - UGLY,1
1057,4minute - 이름이 뭐예요?,1
1058,f(x) - NU 예삐오 (NU ABO),1
1059,현아 - 어때?,1
1060,"Deepend, Joe Stone, Bazzflow - If You Love Me",1
1061,종현 (JONGHYUN) - Lonely (Feat. 태연),1
1062,Ed Sheeran - Happier (Acoustic),1
1063,Pixie Lott - Won`t Forget You (Feat. Stylo G),1
1064,업텐션 (UP10TION) - CANDYLAND,1
1065,Becky G - Todo Cambio,1
1066,"리오 케이코아 - 파도이야기 (Feat. Bizzy, 에시리)",1
1067,Duke Dumont - Ocean Drive,1
1068,Robin Schulz - All This Love (feat. Harlœ),1
1069,딕펑스 - VIVA청춘,1
1070,MIKA - Lollipop,1
1071,Starbenders - Blood,1
1072,시크릿 - 샤이보이,1
1073,"Becky G, Natti Natasha - Sin Pijama",1
1074,Taylor Swift - Everything Has Changed (Feat. Ed Sheeran),1
1075,악동뮤지션 - 콩떡빙수,1
1076,Dave Ramone - Summer Love (Radio Edit) (Feat. Minelli),1
1077,어반자카파 - 목요일 밤 (Feat. 빈지노),1
1078,Lady Antebellum - Need You Now,1
1079,프로미스나인 - LOVE BOMB,1
1080,인피니트 - Nothing`s Over,1
1081,하림 - 출국 (出國),1
1082,Lily Allen - Fuck You,1
1083,Jonas Brothers - Sucker,1
1084,Pretty Pink - Woodtales,1
1085,오렌지 캬라멜 - 마법소녀 (魔法少女),1
1086,인피니트 - 파라다이스 (Paradise),1
1087,Margaret - In My Cabana,1
1088,"Dasoul, Nacho - Kung Fu",1
1089,Katy Perry - Hot N Cold,1
1090,"박재범 - All I Wanna Do (K) (Feat. Hoody, Loco)",1
1091,플로우식 (Flowsik) - Go Hard,1
1092,장희원 - 왜 그러긴 (Feat. 그리즐리),1
1093,Weezer - Feels Like Summer,1
1094,Kryptogram - Bless it,1
1095,부가킹즈 - 여행길 (Feat. 윤도현),1
1096,B1A4 - 이게 무슨 일이야,1
1097,데이브레이크 (DAYBREAK) - 살랑,1
1098,오마이걸 - 불꽃놀이 (Remember Me),1
1099,"페노메코 (PENOMECO) - For you (Feat. Crush, Punchnello)",1
1100,Chromeo - Bad Decision,1
1101,Skirt - いい夜 / Ii Yoru (좋은밤),1
1102,Mausi - My Friend Has A Swimming Pool,1
1103,Fais - Hey (Feat. Afrojack),1
1104,브라운아이드걸스 - Abracadabra,1
1105,"Dimitri Vegas & Like Mike, David Guetta - Complicated (Feat. Kiiara, R3hab) (R3hab Remix)",1
1106,Solidisco - Golden (Feat. AM!R),1
1107,Tigertown - Lonely Cities,1
1108,Jamie Foxx - Baby`s In Love (Feat. Kid Ink),1
1109,Gorillaz - Feel Good Inc. (영화 `빅쇼트` 삽입곡),1
1110,라니라니 (LaniLani) - 너에게 (To You),1
1111,VIXX(빅스) - 다이너마이트,1
1112,Moguai - Pray For Rain (Faul & Wad Remix),1
1113,"Firebeatz, Schella, Pexem - Bounce",1
1114,Seinabo Sey - Younger (Kygo Remix),1
1115,윤종신 - 고속도로 Romance,1
1116,HUS (허밍어반스테레오) - Hawaian couple (에뛰드 복숭아송 원곡),1
1117,윤아 (YOONA) - 여름밤 (Feat. 스무살) (Summer Night),1
1118,백예린 - 지켜줄게,1
1119,A-Teens - Upside Down,1
1120,서교동의 밤 - Hug You (feat. 다원),1
1121,AOA - 짧은 치마 (Miniskirt),1
1122,뮤지 - 아무것도 아니야 (Feat. 스페이스 카우보이),1
1123,4minute - Hot Issue,1
1124,Kygo - Stranger Things (Alan Walker Remix) (Feat. OneRepublic),1
1125,솔플라워 (Sol` Flower) - 끝까지 친구 (Feat. Lyn),1
1126,여자친구 (GFRIEND) - 여름비 (SUMMER RAIN),1
1127,레니모니 - 바다의 왕자 (Acoustic Ver.),1
1128,109 - 전하고 싶은데,1
1129,Gipsy Kings - Volare (Nel Blu di Pinto di Blu),1
1130,"benny blanco, Halsey, Khalid - Eastside (Acoustic)",1
1131,박진영 - 그녀는 예뻤다,1
1132,윤하 (YOUNHA) - 비밀번호 486,1
1133,클론 - 꿍따리샤바라,1
